,DepDelayMinutes,ArrDelayMinutes,AirTime,ActualElapsedTime,Distance,Scor_Dimensiune_Zbor,Scor_Intarzieri
0,0.0,0.0,31.0,57.0,125.0,-1.1641004601150717,-0.22486921619011818
1,0.0,35.0,194.0,247.0,1162.0,1.2281875702416054,0.07420871923723993
2,0.0,3.0,314.0,338.0,2486.0,2.9099916888142894,-0.448772537548421
3,18.0,27.0,251.0,269.0,2106.0,2.0889287267163223,0.13382014233782602
4,0.0,0.0,73.0,88.0,501.0,-0.5340233185044263,-0.20532862801187662
5,43.0,48.0,90.0,122.0,626.0,-0.26026734805521595,0.5963021212251035
6,0.0,0.0,120.0,142.0,956.0,0.1329202661929026,-0.27803563068966075
7,0.0,0.0,51.0,78.0,304.0,-0.8779726825491098,-0.24833935950667999
8,62.0,60.0,311.0,343.0,2417.0,2.887696571663848,0.5832196302844701
9,0.0,0.0,63.0,95.0,370.0,-0.7220150201316401,-0.29381490850368414
10,0.0,0.0,62.0,75.0,371.0,-0.6926684635580115,-0.19111575231414174
11,0.0,0.0,73.0,104.0,519.0,-0.5671097938130439,-0.28576773941727773
12,0.0,0.0,84.0,105.0,621.0,-0.38572084383090693,-0.24255212852694746
14,12.0,6.0,60.0,79.0,404.0,-0.7423128453442412,-0.09852253738405864
15,0.0,0.0,92.0,112.0,716.0,-0.2648074584540552,-0.23990530477970354
16,0.0,0.0,209.0,240.0,1892.0,1.4159665957329262,-0.3784785442715431
17,32.0,20.0,86.0,115.0,590.0,-0.40233399411572335,0.07976754949440967
18,0.0,0.0,104.0,131.0,763.0,-0.1160207672087399,-0.29968698394563775
19,32.0,36.0,53.0,74.0,341.0,-0.7793375722538374,0.46912586090219555
20,0.0,0.0,232.0,247.0,1728.0,1.7304077562796683,-0.389380263045843
21,0.0,0.0,61.0,93.0,335.0,-0.7532930693833626,-0.29541414402534816
22,0.0,0.0,52.0,77.0,234.0,-0.8703742033293749,-0.25453983239605416
23,221.0,195.0,124.0,148.0,954.0,0.3024599740808346,3.3914860816179027
24,0.0,0.0,97.0,141.0,672.0,-0.25888078422812116,-0.38827514129804025
25,66.0,57.0,65.0,87.0,284.0,-0.6551206261694373,0.8146814703155828
26,0.0,0.0,219.0,238.0,1587.0,1.5305409709258855,-0.40348028204933184
27,0.0,21.0,107.0,160.0,804.0,-0.03112425859379814,-0.031895630280225205
28,29.0,51.0,132.0,202.0,1123.0,0.3415096738202649,0.4443933332643399
29,0.0,0.0,42.0,59.0,224.0,-0.9853685932987413,-0.18750629070984562
30,8.0,0.0,57.0,91.0,416.0,-0.8271275911118116,-0.28117472926042036
31,0.0,0.0,97.0,126.0,650.0,-0.22859422322689016,-0.3138887737141441
32,0.0,7.0,48.0,79.0,247.0,-0.9019250801503185,-0.13789570411582844
33,0.0,0.0,82.0,108.0,502.0,-0.44013965768068897,-0.2872188214887625
34,0.0,0.0,169.0,207.0,1207.0,0.7769479496347143,-0.44422994976312447
35,0.0,0.0,76.0,115.0,489.0,-0.5498050070443481,-0.34189378648490915
36,77.0,94.0,258.0,300.0,1810.0,2.187053759958855,1.2026985787722713
37,0.0,0.0,138.0,155.0,1034.0,0.3917146776092526,-0.28479380362911294
38,3.0,0.0,92.0,106.0,569.0,-0.2830778776154826,-0.23864854794648016
39,0.0,0.0,83.0,99.0,534.0,-0.4001436840912541,-0.23099325500478715
40,0.0,0.0,55.0,93.0,329.0,-0.8463584725684976,-0.3119211289113533
41,0.0,0.0,208.0,228.0,1598.0,1.3853492476118958,-0.3768167008646766
42,0.0,0.0,78.0,100.0,555.0,-0.47621316680551684,-0.24480006722121112
44,22.0,20.0,138.0,155.0,874.0,0.38371200134454725,0.06197362206132769
45,0.0,0.0,160.0,186.0,1235.0,0.689434981657866,-0.3512855521785515
46,0.0,11.0,177.0,211.0,1189.0,0.9395128322583923,-0.23667777676728288
47,0.0,9.0,52.0,90.0,234.0,-0.8575321587632712,-0.14956884895900038
48,19.0,20.0,82.0,108.0,596.0,-0.40121744418849903,0.11121315844760908
49,0.0,0.0,279.0,311.0,2588.0,2.432912055906276,-0.4335887108446331
51,78.0,96.0,155.0,188.0,1092.0,0.7569352467653909,1.4227914524501284
52,0.0,0.0,32.0,62.0,175.0,-1.152733782352122,-0.23857774076011243
54,30.0,15.0,56.0,81.0,337.0,-0.8398729564426782,0.035519415044099834
55,11.0,4.0,135.0,153.0,1119.0,0.34175764168527867,-0.19105116023322513
56,10.0,47.0,268.0,292.0,1709.0,2.3635324834257974,0.36423196537274016
57,0.0,0.0,62.0,84.0,335.0,-0.7178676923244909,-0.24559044670768596
58,0.0,0.0,44.0,80.0,245.0,-0.9984333851093984,-0.28850556628704327
59,12.0,6.0,29.0,43.0,134.0,-1.1770581739600319,-0.042532219971886207
60,5.0,0.0,147.0,163.0,1235.0,0.523164677315888,-0.2650583889384852
61,0.0,0.0,76.0,103.0,594.0,-0.5080646602856431,-0.25785753117435467
62,0.0,0.0,146.0,169.0,1119.0,0.49559962338283997,-0.32091513522635223
63,0.0,0.0,148.0,162.0,1053.0,0.5325090350045683,-0.2922492076794224
64,0.0,7.0,132.0,171.0,994.0,0.2906573551310852,-0.2573901250880547
65,0.0,0.0,55.0,73.0,335.0,-0.8009296908976926,-0.20567057492835422
66,0.0,0.0,141.0,164.0,1009.0,0.41419079956798144,-0.32941453828807626
67,0.0,0.0,173.0,188.0,1171.0,0.8756215111751916,-0.34142993629174634
68,0.0,0.0,309.0,324.0,2417.0,2.8405583457404897,-0.45954815939981714
69,14.0,20.0,174.0,202.0,1389.0,0.9341655655635792,0.012241446170821563
70,59.0,46.0,69.0,92.0,468.0,-0.6047758614328229,0.6256623455959384
71,1.0,0.0,141.0,165.0,1096.0,0.4208399258792006,-0.3175452059139846
72,30.0,27.0,31.0,49.0,152.0,-1.1234319657194851,0.3338161121055616
73,0.0,0.0,24.0,66.0,75.0,-1.2988758105886027,-0.30000246849746615
75,74.0,64.0,59.0,75.0,373.0,-0.7037409647553845,1.0126970548845293
76,20.0,10.0,40.0,55.0,239.0,-1.029560092181921,0.01824164723832981
77,61.0,47.0,70.0,81.0,543.0,-0.5566321878925707,0.7196793673781829
78,1.0,2.0,125.0,151.0,967.0,0.19701779058409746,-0.2721344868165526
79,0.0,0.0,147.0,168.0,944.0,0.4882008327366644,-0.3481217413176916
80,0.0,0.0,201.0,239.0,1726.0,1.2715406608574906,-0.42684457628583894
81,0.0,1.0,48.0,71.0,284.0,-0.9066874174499681,-0.20397587196745845
82,25.0,7.0,43.0,64.0,270.0,-1.0307662963539446,-0.07434321785057141
83,0.0,0.0,116.0,151.0,867.0,0.03867870936557491,-0.3533178438347922
84,0.0,0.0,37.0,62.0,175.0,-1.0758934354057437,-0.22582221207901118
85,0.0,0.0,206.0,232.0,1747.0,1.3669805899645147,-0.3731202497343343
86,0.0,0.0,141.0,167.0,1158.0,0.4287868704402177,-0.3153633655095777
87,0.0,27.0,85.0,139.0,438.0,-0.3468217909471471,0.06456378910415908
88,92.0,96.0,169.0,199.0,1197.0,0.9128906952168668,1.4177701045808107
89,0.0,19.0,147.0,207.0,1065.0,0.5068417912773104,-0.16300493719594972
90,0.0,22.0,118.0,165.0,764.0,0.12571427823080694,-0.01884795277145528
91,19.0,31.0,123.0,150.0,912.0,0.23151291940851515,0.27017594348491364
92,5.0,0.0,122.0,144.0,868.0,0.1288871187043563,-0.3024597760065463
93,0.0,0.0,49.0,70.0,282.0,-0.8940223885138937,-0.21582277462523464
94,0.0,0.0,237.0,259.0,2026.0,1.8230687065241222,-0.3800374498620393
95,0.0,0.0,86.0,102.0,674.0,-0.3407288853254116,-0.2110892907206535
96,193.0,178.0,64.0,83.0,406.0,-0.5326581647559889,3.1508747585881847
97,0.0,0.0,115.0,131.0,907.0,0.07359568046082746,-0.24281640959880563
98,0.0,0.0,43.0,62.0,201.0,-0.9799714093890063,-0.2053140589640602
99,0.0,0.0,82.0,99.0,563.0,-0.411369650374707,-0.22774266680903604
100,0.0,11.0,162.0,199.0,1182.0,0.7347350503209905,-0.2133146495821283
101,6.0,0.0,195.0,222.0,1400.0,1.1493637583737493,-0.41977701532444806
102,6.0,11.0,201.0,241.0,1635.0,1.283899934922648,-0.24549992834061954
103,14.0,0.0,250.0,272.0,2088.0,1.9530571670162458,-0.4067174355112422
104,4.0,0.0,97.0,114.0,620.0,-0.22033045364223183,-0.2579933609334001
105,10.0,12.0,157.0,181.0,1195.0,0.6690261588136189,-0.11250622646577971
106,9.0,0.0,165.0,188.0,1449.0,0.7604466740336037,-0.30877169701412205
107,0.0,0.0,75.0,92.0,554.0,-0.5046314881863945,-0.21063336143559291
108,0.0,0.0,40.0,75.0,264.0,-1.0460489222711482,-0.2686463285358469
109,0.0,0.0,110.0,148.0,849.0,-0.0494148982953226,-0.3564679991310176
110,0.0,0.0,142.0,160.0,1062.0,0.4460432784252673,-0.2952502960422867
111,0.0,0.0,24.0,38.0,102.0,-1.2326188570160859,-0.14753060646834787
112,16.0,16.0,154.0,179.0,1096.0,0.6105311591648231,-0.054158134545659695
113,0.0,0.0,88.0,125.0,557.0,-0.3779615541562548,-0.3502016474290083
114,0.0,0.0,80.0,113.0,594.0,-0.4688782801392023,-0.3001782099866314
115,0.0,0.0,94.0,112.0,722.0,-0.23321433282602316,-0.23360274283857937
116,0.0,0.0,70.0,100.0,495.0,-0.6077275904145287,-0.2772124177978103
117,0.0,0.0,41.0,72.0,185.0,-1.0352787438435016,-0.2661423067768151
118,2.0,0.0,90.0,104.0,616.0,-0.29909517999245355,-0.22355975448335993
119,11.0,2.0,69.0,91.0,414.0,-0.6443502646969986,-0.2133104914933567
120,0.0,0.0,56.0,67.0,386.0,-0.7649056948414346,-0.16140142915402775
121,10.0,7.0,124.0,137.0,917.0,0.1970009206596298,-0.11745051514598806
122,5.0,32.0,148.0,177.0,909.0,0.6094405113305537,0.2147513881040627
123,0.0,0.0,87.0,108.0,667.0,-0.3397321723735939,-0.24145365491885884
124,0.0,0.0,83.0,96.0,610.0,-0.3826027481079679,-0.20003128520764596
125,31.0,28.0,47.0,62.0,273.0,-0.8881345793478181,0.34952540188661335
126,0.0,0.0,53.0,73.0,357.0,-0.8285235445614818,-0.20637150134895435
127,0.0,0.0,65.0,80.0,451.0,-0.6462807127691075,-0.19372031306827686
128,0.0,0.0,197.0,232.0,1598.0,1.207386125365598,-0.42588890466596246
129,0.0,0.0,96.0,114.0,627.0,-0.22050433197971364,-0.25801110080506273
130,0.0,0.0,116.0,137.0,853.0,0.06787932975838051,-0.2825835191350335
131,3.0,3.0,127.0,145.0,879.0,0.2261051087307379,-0.23443843124257446
132,0.0,0.0,59.0,72.0,377.0,-0.7312299156531594,-0.18181118852697145
133,26.0,3.0,102.0,112.0,825.0,-0.17388369129051173,-0.14220089572806638
134,0.0,0.0,129.0,153.0,1048.0,0.25985886857002494,-0.2944479171434015
135,0.0,0.0,92.0,125.0,500.0,-0.32463065166921756,-0.3514005539366227
136,0.0,0.0,154.0,175.0,1222.0,0.6198842476333988,-0.3114153340118143
137,0.0,0.0,150.0,166.0,1017.0,0.5491888937219713,-0.31535913972194735
138,0.0,0.0,141.0,157.0,1162.0,0.45164409241720027,-0.26203803010663085
139,5.0,1.0,80.0,97.0,531.0,-0.4553162046164986,-0.21090752158007378
140,0.0,15.0,114.0,156.0,764.0,0.05177753296554974,-0.11653259636261773
141,27.0,4.0,190.0,215.0,1660.0,1.069323049501239,-0.27269620298021285
142,0.0,0.0,47.0,63.0,258.0,-0.9125863465029042,-0.18895881674239962
143,0.0,0.0,71.0,89.0,453.0,-0.5738439418198888,-0.22528615340950267
144,189.0,185.0,51.0,88.0,229.0,-0.7221509791430987,3.1919232635247226
145,100.0,93.0,207.0,227.0,1554.0,1.4431408869487978,1.3790455713145144
146,3.0,11.0,142.0,178.0,949.0,0.4302486113141532,-0.20149737822204003
147,14.0,0.0,62.0,73.0,389.0,-0.7353206292400036,-0.18097503000215195
148,0.0,0.0,274.0,304.0,2378.0,2.3416772974155395,-0.45158893469965444
149,2.0,0.0,83.0,102.0,594.0,-0.4053567713500134,-0.23531375933731044
150,8.0,0.0,43.0,70.0,230.0,-1.0220467703331795,-0.2437983604066681
151,0.0,0.0,80.0,96.0,563.0,-0.43542001993005974,-0.21708734775432922
152,0.0,0.0,77.0,96.0,474.0,-0.4942361996985159,-0.24254586358179858
153,103.0,105.0,168.0,202.0,1452.0,0.930037982990266,1.620614347250687
154,0.0,0.0,120.0,139.0,917.0,0.13403562089447735,-0.2700803782089577
155,17.0,25.0,228.0,294.0,1620.0,1.6045891098713654,-0.19161399619904407
156,0.0,0.0,134.0,151.0,1005.0,0.3350146559105917,-0.27978987980310216
157,0.0,0.0,35.0,63.0,224.0,-1.1018594379879363,-0.22637407156625033
158,1.0,0.0,188.0,213.0,1464.0,1.0887287397054581,-0.37614222933338815
159,0.0,0.0,269.0,284.0,2338.0,2.3036954996272816,-0.3672965963243318
160,0.0,0.0,115.0,131.0,878.0,0.06945357735500456,-0.24861810353077698
161,0.0,0.0,297.0,347.0,2402.0,2.602741481900957,-0.6139700384476319
162,0.0,0.0,61.0,79.0,408.0,-0.7116661396730884,-0.20727473752967543
163,46.0,40.0,106.0,125.0,809.0,-0.04273943122525209,0.5031200400594725
164,10.0,8.0,140.0,170.0,1034.0,0.3907037809088351,-0.20730842327893423
165,0.0,0.0,143.0,170.0,1050.0,0.43741147670491964,-0.34762499300059163
166,0.0,4.0,79.0,103.0,468.0,-0.4613733043124797,-0.19840996682078163
167,0.0,0.0,101.0,126.0,695.0,-0.1606945442986828,-0.2946817222541352
168,0.0,6.0,129.0,166.0,950.0,0.24476555752795742,-0.26683386326863495
169,11.0,2.0,50.0,61.0,338.0,-0.8803410576213385,-0.11941063448006216
170,0.0,0.0,101.0,125.0,729.0,-0.1536096957438932,-0.28262722608921165
171,0.0,2.0,104.0,135.0,641.0,-0.13306858962356255,-0.30660334735143463
172,0.0,0.0,158.0,180.0,1303.0,0.6817828989531586,-0.3112687306182818
173,91.0,91.0,141.0,159.0,1005.0,0.5246235164860633,1.4220595665094136
174,0.0,0.0,56.0,81.0,402.0,-0.79382065295108,-0.23173563703089187
175,10.0,8.0,54.0,79.0,288.0,-0.8347005517506062,-0.09796866554341692
176,0.0,0.0,68.0,85.0,419.0,-0.6158900498371744,-0.21873141590450812
177,0.0,0.0,81.0,98.0,587.0,-0.4210811826249941,-0.2202398604948056
178,0.0,0.0,76.0,99.0,569.0,-0.5027210798608808,-0.24184895075767382
179,13.0,0.0,102.0,118.0,867.0,-0.14906251307648327,-0.21938259854264155
180,0.0,0.0,73.0,85.0,557.0,-0.519339005352742,-0.1783678264436812
181,4.0,0.0,39.0,63.0,192.0,-1.0591521300221294,-0.2237044747721091
182,19.0,2.0,48.0,73.0,308.0,-0.970493953661554,-0.19581063437336346
183,0.0,8.0,116.0,150.0,721.0,0.057221695724803984,-0.2232706477558394
184,0.0,0.0,176.0,193.0,1363.0,0.9380063498210669,-0.3216279549637852
185,16.0,0.0,102.0,118.0,819.0,-0.166564187667878,-0.2298351200304313
186,10.0,0.0,124.0,134.0,850.0,0.1615952280192115,-0.2498497104135325
187,0.0,0.0,59.0,74.0,345.0,-0.7402576916658551,-0.19871807804471622
188,2.0,0.0,235.0,260.0,1788.0,1.749012979778074,-0.4385725519268632
189,7.0,0.0,73.0,103.0,564.0,-0.5832939555571565,-0.27349527544918045
190,3.0,0.0,154.0,168.0,1209.0,0.622981791184771,-0.27809823986893856
191,0.0,0.0,22.0,35.0,100.0,-1.2569548888545992,-0.1372754042365357
192,0.0,4.0,50.0,81.0,302.0,-0.8817283118003155,-0.19004650560567152
193,0.0,0.0,81.0,114.0,528.0,-0.4651656558352794,-0.31608346958164785
194,0.0,0.0,94.0,132.0,733.0,-0.27621498508996634,-0.33645230382697455
195,0.0,0.0,29.0,40.0,103.0,-1.1600928584102594,-0.14508003972723096
196,1.0,0.0,48.0,68.0,311.0,-0.9043397685803972,-0.20235040532415866
198,0.0,0.0,56.0,78.0,334.0,-0.7968474013553282,-0.2295820784821601
199,0.0,0.0,78.0,105.0,551.0,-0.4879274400771683,-0.2718628517455791
200,5.0,0.0,105.0,123.0,721.0,-0.1065658541632152,-0.2649344463150106
201,0.0,0.0,124.0,143.0,969.0,0.19402075884948058,-0.27048295857168075
203,5.0,1.0,309.0,331.0,2603.0,2.838427811472116,-0.44127066058434755
204,0.0,4.0,96.0,113.0,512.0,-0.21611745187593018,-0.19876370095851453
205,213.0,191.0,121.0,150.0,1013.0,0.2701304982611385,3.310395497314782
206,0.0,0.0,55.0,84.0,268.0,-0.8350138645352877,-0.27685210042819597
207,0.0,11.0,239.0,283.0,1749.0,1.8118601123215758,-0.34465724336268205
208,4.0,0.0,56.0,78.0,373.0,-0.8054713598944374,-0.22291275742014244
210,0.0,0.0,115.0,129.0,874.0,0.07333943227081659,-0.23891331682513453
211,0.0,14.0,82.0,148.0,529.0,-0.46038325574517436,-0.2224120269528696
212,0.0,0.0,73.0,111.0,489.0,-0.5869948562479104,-0.32853706299070673
213,0.0,0.0,146.0,173.0,1216.0,0.5005398851518448,-0.32251951001882845
214,10.0,0.0,144.0,167.0,931.0,0.406982476817529,-0.35595570016051764
215,0.0,0.0,102.0,127.0,667.0,-0.15155433661471604,-0.30298476221415477
216,0.0,0.0,69.0,80.0,487.0,-0.5796665141151209,-0.17631378731129355
217,19.0,0.0,82.0,110.0,606.0,-0.497165670476974,-0.28229931272570213
218,23.0,11.0,45.0,58.0,251.0,-0.9636913526442225,0.036041030338148955
219,9.0,27.0,65.0,108.0,372.0,-0.6264610914905453,0.1606164814564623
220,0.0,9.0,133.0,161.0,836.0,0.31503593738358154,-0.19542234310971301
221,0.0,0.0,142.0,177.0,1024.0,0.4027296694470979,-0.3921451886644517
222,0.0,0.0,286.0,320.0,2454.0,2.5012918609898764,-0.48981138940646984
223,10.0,0.0,142.0,176.0,1258.0,0.4028948136660743,-0.34291140267113696
224,0.0,0.0,84.0,115.0,641.0,-0.4051501184099671,-0.2910760620551594
225,0.0,0.0,163.0,191.0,1179.0,0.7163976971918765,-0.3810980568895177
226,0.0,0.0,104.0,136.0,680.0,-0.13901870066521926,-0.34255438297434143
227,1.0,0.0,131.0,156.0,1005.0,0.2742189057722502,-0.31398898713644835
228,0.0,0.0,46.0,71.0,220.0,-0.9512107172007532,-0.24113222351934302
229,0.0,0.0,117.0,151.0,849.0,0.05147581820640883,-0.35436778950462317
230,0.0,0.0,48.0,79.0,257.0,-0.9330185441122678,-0.270647932229079
231,4.0,0.0,90.0,106.0,632.0,-0.308364247739671,-0.23143031874384815
232,0.0,0.0,124.0,145.0,956.0,0.18770677452680687,-0.28358873827192704
233,0.0,6.0,25.0,66.0,67.0,-1.2567745828653247,-0.18354941957191845
234,0.0,0.0,178.0,200.0,1182.0,0.9272899237861567,-0.38950388719331414
235,0.0,0.0,40.0,59.0,238.0,-1.0141050960951714,-0.18980768442202411
236,60.0,41.0,100.0,119.0,828.0,-0.16389685522594644,0.538414628815269
237,0.0,3.0,43.0,68.0,270.0,-0.9695496953330551,-0.1652738843880391
238,0.0,2.0,59.0,84.0,322.0,-0.756536769510645,-0.21734371977152617
239,0.0,0.0,62.0,85.0,391.0,-0.7120977381370717,-0.23963968584235365
240,56.0,40.0,152.0,164.0,1123.0,0.5866398065841671,0.47560895580607077
241,20.0,9.0,85.0,99.0,717.0,-0.37242760050724616,-0.021691523438267045
243,17.0,21.0,149.0,166.0,1044.0,0.5749165057804928,0.08693470115026665
244,0.0,0.0,68.0,96.0,515.0,-0.6266927473972131,-0.2573034203384419
245,0.0,0.0,182.0,213.0,1562.0,1.0140663685098368,-0.3715599001827688
246,0.0,0.0,17.0,40.0,61.0,-1.3505085990279326,-0.18409576184265994
247,19.0,17.0,54.0,83.0,354.0,-0.8243116835572698,0.0649296114156399
248,0.0,0.0,76.0,116.0,550.0,-0.5433208971490282,-0.3349427335623403
249,0.0,0.0,35.0,74.0,185.0,-1.1319443396612887,-0.2919539615455681
250,0.0,0.0,155.0,175.0,1171.0,0.6279679288020893,-0.31906720725940574
251,0.0,0.0,56.0,92.0,213.0,-0.8453302258614472,-0.3273242887273026
252,8.0,13.0,85.0,128.0,544.0,-0.40059949966489516,-0.12822394577385493
253,2.0,0.0,120.0,141.0,719.0,0.09420068884911854,-0.3207634425191654
254,0.0,0.0,98.0,130.0,678.0,-0.2181412408376365,-0.32674607316026283
255,0.0,10.0,349.0,401.0,2611.0,3.3578486318270317,-0.5306318641921712
256,0.0,1.0,110.0,142.0,862.0,-0.029540587097276836,-0.3031017769810906
257,0.0,0.0,60.0,88.0,383.0,-0.7506622952714626,-0.2620998951335198
258,50.0,34.0,58.0,69.0,488.0,-0.7435247133853671,0.49395341702107226
259,0.0,0.0,171.0,195.0,1214.0,0.835426983297121,-0.3746972073019638
261,6.0,0.0,140.0,176.0,1069.0,0.35935796218961724,-0.3846916969226883
263,15.0,11.0,99.0,134.0,631.0,-0.2205238460224611,-0.14710192294153382
264,0.0,0.0,120.0,149.0,833.0,0.09975190759108682,-0.3394103865276875
265,0.0,0.0,340.0,365.0,2586.0,3.2497347803513597,-0.5620069272467444
266,4.0,16.0,124.0,162.0,990.0,0.2148181212593862,-0.0592059543052318
267,3.0,0.0,182.0,204.0,1562.0,1.0234778963838826,-0.3251370263396468
268,5.0,0.0,245.0,272.0,1846.0,1.8735890231941326,-0.4653379465476272
269,0.0,0.0,58.0,85.0,417.0,-0.7698564060130919,-0.24464259008960512
270,3.0,0.0,76.0,92.0,550.0,-0.500480523158989,-0.2097322070834818
271,0.0,9.0,62.0,98.0,406.0,-0.6971132264472664,-0.13166782623359058
272,0.0,0.0,186.0,210.0,1196.0,1.029948217471822,-0.41881932530044785
274,42.0,39.0,64.0,82.0,437.0,-0.6359537662271564,0.5292923628732182
275,0.0,0.0,95.0,120.0,692.0,-0.23995991561268012,-0.2790734708515039
276,42.0,43.0,76.0,102.0,489.0,-0.470097637370578,0.5422600725760753
277,0.0,0.0,188.0,213.0,1487.0,1.0955624492269838,-0.3712576466239939
278,0.0,0.0,96.0,116.0,647.0,-0.22210488863024408,-0.2645149529275485
280,0.0,0.0,249.0,265.0,1747.0,1.9542641122481859,-0.4367555388754842
281,0.0,5.0,99.0,134.0,597.0,-0.20002701332507783,-0.26515773072004784
282,98.0,97.0,106.0,154.0,659.0,-0.04849988380961061,1.4033329420176817
283,0.0,0.0,123.0,151.0,1024.0,0.16867968431858066,-0.30405093308402636
284,0.0,0.0,143.0,161.0,1303.0,0.49360506319428077,-0.24973762332298596
285,16.0,2.0,80.0,110.0,483.0,-0.5255323240521134,-0.2726581875742039
286,10.0,1.0,64.0,94.0,397.0,-0.7314018849193614,-0.2641917061969201
287,0.0,0.0,55.0,92.0,335.0,-0.8432728959779507,-0.3054682682669538
288,12.0,6.0,44.0,69.0,226.0,-0.9913400013632483,-0.122425524644042
289,0.0,0.0,88.0,110.0,632.0,-0.3338203724217541,-0.25640961393472517
290,15.0,0.0,84.0,105.0,675.0,-0.4312368611633313,-0.23599756300039348
291,0.0,0.0,219.0,234.0,1978.0,1.5953023062479694,-0.3042474024705793
292,0.0,0.0,78.0,98.0,607.0,-0.46432876796121925,-0.2238920094745206
293,0.0,0.0,235.0,261.0,1721.0,1.7443118900815078,-0.45666249717733404
294,0.0,0.0,44.0,71.0,236.0,-0.9796615577140232,-0.24303350040862692
295,5.0,0.0,95.0,110.0,804.0,-0.2194198966709634,-0.2055580232427832
296,0.0,0.0,43.0,77.0,168.0,-1.0181136831771427,-0.29070363917755726
297,0.0,0.0,69.0,90.0,476.0,-0.6035235540831642,-0.23103953159437135
298,0.0,0.0,160.0,172.0,1175.0,0.7120653695379869,-0.2897539144053681
299,13.0,9.0,33.0,58.0,140.0,-1.1377684452013035,-0.05244713319971176
300,0.0,0.0,235.0,250.0,1569.0,1.7471160437130608,-0.4292937637844484
301,0.0,0.0,80.0,97.0,508.0,-0.4455043224580314,-0.23334307055964584
302,0.0,1.0,225.0,256.0,1514.0,1.5768540664981079,-0.47807269308372863
303,0.0,0.0,47.0,63.0,290.0,-0.9080157499723409,-0.18255694757608643
304,0.0,23.0,122.0,159.0,761.0,0.204775568720674,0.04152175774019607
305,58.0,70.0,63.0,111.0,444.0,-0.627703607114902,0.9680494971350123
306,0.0,21.0,35.0,80.0,142.0,-1.0538922910623794,0.07218690239107417
307,18.0,19.0,125.0,146.0,948.0,0.22410231658011226,0.07276871675661463
308,0.0,0.0,192.0,217.0,1372.0,1.13169478653811,-0.4050699816984142
309,0.0,0.0,141.0,163.0,1162.0,0.43827255397080295,-0.2935530911609255
310,0.0,0.0,50.0,80.0,282.0,-0.9009402165352802,-0.26579677064617213
311,0.0,0.0,61.0,107.0,340.0,-0.7837791700503891,-0.36794899442813245
312,0.0,7.0,169.0,191.0,1097.0,0.8294157352957129,-0.2474433999831504
313,0.0,8.0,126.0,146.0,700.0,0.21681729460864396,-0.18095077633116693
314,0.0,0.0,58.0,94.0,403.0,-0.7919133496648092,-0.29471599943130905
315,0.0,0.0,100.0,115.0,700.0,-0.15083397082832964,-0.2384549240002455
316,49.0,54.0,93.0,120.0,612.0,-0.20512134851183447,0.7254626160291996
317,0.0,0.0,88.0,99.0,646.0,-0.30730624928790434,-0.19583118424158974
318,16.0,22.0,83.0,108.0,563.0,-0.37062508685360235,0.14651285783802398
319,18.0,5.0,133.0,160.0,1022.0,0.26137256904081796,-0.23505888182199172
320,0.0,0.0,92.0,131.0,737.0,-0.3041512095611312,-0.3355017714779101
321,0.0,0.0,327.0,350.0,2565.0,3.0803792704335864,-0.520584875822264
322,0.0,0.0,223.0,243.0,1723.0,1.600295335032551,-0.3923304660261986
323,0.0,0.0,64.0,80.0,414.0,-0.6669335343968469,-0.20367358002804675
324,0.0,8.0,225.0,264.0,1597.0,1.6034021086984767,-0.3687351141116064
325,0.0,0.0,83.0,100.0,630.0,-0.38866048424063077,-0.2170401576815633
326,0.0,0.0,57.0,75.0,228.0,-0.7899336637503444,-0.23247963383220507
327,0.0,0.0,44.0,64.0,191.0,-0.9704888308976642,-0.21526855769374445
328,0.0,0.0,44.0,59.0,226.0,-0.9543467922370297,-0.18200396241451056
329,0.0,0.0,84.0,111.0,621.0,-0.3990923822773042,-0.27406718958124204
330,6.0,0.0,213.0,238.0,1747.0,1.4398939776519473,-0.38847700611172703
331,19.0,27.0,84.0,101.0,543.0,-0.32992945234847915,0.2772326575710771
332,136.0,127.0,93.0,110.0,693.0,-0.14083808519330884,2.1748299622199974
333,4.0,0.0,70.0,93.0,402.0,-0.6196051314547477,-0.26018323581682423
334,0.0,0.0,271.0,300.0,2165.0,2.274064415055416,-0.4808446528437244
335,3.0,0.0,97.0,110.0,756.0,-0.18844246615789012,-0.20949213702759925
336,0.0,0.0,65.0,77.0,462.0,-0.6380238009885276,-0.17576214001520934
337,0.0,35.0,132.0,159.0,728.0,0.4094944498745741,0.29143570848644956
338,25.0,0.0,136.0,150.0,1199.0,0.30697379426716587,-0.23770480748683798
339,2.0,24.0,138.0,196.0,1024.0,0.4033202301459425,-0.04070414151652238
340,3.0,0.0,140.0,165.0,1041.0,0.39051895717265267,-0.331666002772019
341,0.0,9.0,66.0,109.0,416.0,-0.6587271246260907,-0.1772404311071102
342,2.0,0.0,65.0,84.0,370.0,-0.673861580731727,-0.2315015635905834
343,1.0,0.0,69.0,97.0,534.0,-0.6143880693241652,-0.25648695420654566
345,0.0,0.0,30.0,60.0,133.0,-1.1850116495949052,-0.2415773851619075
346,8.0,8.0,97.0,117.0,512.0,-0.2194686159279571,-0.14248694290673994
347,0.0,0.0,136.0,155.0,936.0,0.34698108695585145,-0.3095017394233876
