,DepDelayMinutes,ArrDelayMinutes,AirTime,ActualElapsedTime,Distance,Scor_Dimensiune_Zbor,Scor_Intarzieri
1007,0.0,0.0,215.0,237.0,1416.0,1.4468731578996519,-0.4426421831759832
1008,0.0,0.0,122.0,139.0,1038.0,0.1820543278042209,-0.24077109895139537
1009,0.0,0.0,38.0,64.0,245.0,-1.0549843655879934,-0.2197720378929124
1010,0.0,0.0,56.0,73.0,293.0,-0.7915605294547812,-0.21152192247292007
1011,0.0,0.0,281.0,296.0,2079.0,2.424375989736549,-0.45152857816312575
1012,0.0,0.0,70.0,106.0,416.0,-0.6323827890457538,-0.3245320933564406
1013,0.0,4.0,279.0,320.0,2402.0,2.40487202754721,-0.441070559968
1014,0.0,0.0,179.0,206.0,1464.0,0.9695648366546235,-0.36205137048325337
1015,0.0,0.0,98.0,115.0,728.0,-0.1775708376426383,-0.23795549995216195
1016,0.0,0.0,102.0,127.0,680.0,-0.14969753177417475,-0.30038400286534
1017,36.0,33.0,117.0,132.0,803.0,0.11281637429391973,0.36129386169254407
1018,8.0,3.0,63.0,75.0,451.0,-0.6803247452304726,-0.11707468239053863
1019,0.0,0.0,49.0,84.0,213.0,-0.9350779936578475,-0.3031619474751182
1020,0.0,0.0,56.0,79.0,299.0,-0.8040750810516979,-0.24183663305853098
1021,0.0,3.0,107.0,143.0,725.0,-0.08814931558042953,-0.30491480324011017
1022,0.0,0.0,131.0,161.0,909.0,0.2529127607404128,-0.35917390626786017
1023,2.0,0.0,77.0,115.0,636.0,-0.5205379463731644,-0.31050057275815085
1024,1.0,0.0,43.0,61.0,237.0,-0.9761494918162398,-0.1931426852223488
1025,0.0,0.0,66.0,80.0,304.0,-0.6519088211921064,-0.2205777938148079
1026,97.0,91.0,65.0,84.0,446.0,-0.5773396942533013,1.508581706259684
1027,0.0,12.0,49.0,105.0,213.0,-0.926126763286952,-0.18245984020333778
1028,0.0,0.0,97.0,121.0,651.0,-0.21730844337997898,-0.28742616442411795
1029,40.0,34.0,204.0,231.0,1576.0,1.3300680940871437,0.23600415015898862
1030,0.0,0.0,110.0,130.0,917.0,0.0004122346713160368,-0.24831884398971818
1032,0.0,0.0,104.0,146.0,737.0,-0.1531632230058157,-0.3836761552790037
1033,0.0,0.0,322.0,357.0,2504.0,2.9792260956633574,-0.5823115388316603
1034,0.0,10.0,103.0,141.0,573.0,-0.13435297179782493,-0.20027027214582396
1035,75.0,52.0,123.0,150.0,1005.0,0.14364031885844947,0.67717841465071
1036,63.0,52.0,246.0,262.0,2007.0,1.9700107257854076,0.6065406797490959
1037,13.0,0.0,147.0,168.0,1011.0,0.451638806775148,-0.33839993795010953
1038,0.0,0.0,202.0,253.0,1389.0,1.2075743791593454,-0.5652482976673755
1039,0.0,0.0,153.0,175.0,1065.0,0.5820916890160474,-0.3453756103452587
1040,15.0,10.0,330.0,372.0,2475.0,3.05783048168907,-0.45823661073302935
1041,402.0,372.0,92.0,106.0,604.0,0.03433256246354715,6.816490487073785
1042,0.0,0.0,135.0,153.0,908.0,0.33207092508446534,-0.3071494603287004
1043,0.0,0.0,29.0,46.0,123.0,-1.1706077740250547,-0.17259393255257982
1044,1006.0,981.0,150.0,165.0,1085.0,1.548939697112208,18.303202774477
1045,15.0,17.0,387.0,407.0,2917.0,3.9514629358966236,-0.2734828098311026
1046,0.0,0.0,42.0,62.0,237.0,-0.9901975576813986,-0.20066306188817815
1047,0.0,0.0,58.0,85.0,456.0,-0.764285991491468,-0.23684031204316092
1048,0.0,0.0,224.0,246.0,1623.0,1.5946945210406183,-0.4255427319618544
1049,0.0,24.0,120.0,164.0,750.0,0.16597130659051754,0.027206754610074237
1050,49.0,55.0,117.0,137.0,731.0,0.14746916499179624,0.7404538334203622
1051,229.0,219.0,113.0,158.0,930.0,0.1908118497353227,3.7658411428423575
1052,0.0,0.0,355.0,383.0,2994.0,3.498416311615984,-0.5366616924958312
1053,38.0,17.0,78.0,102.0,544.0,-0.5381065784331744,0.058988008245284766
1054,0.0,0.0,125.0,165.0,901.0,0.15064733630785282,-0.39709104867962297
1055,0.0,0.0,68.0,81.0,489.0,-0.5969775109623024,-0.18371728640033488
1056,0.0,0.0,319.0,334.0,2845.0,3.0330848708188682,-0.40093720369533326
1057,0.0,2.0,83.0,112.0,626.0,-0.4066829498775314,-0.24236970994230636
1058,0.0,0.0,91.0,103.0,583.0,-0.2791147620038883,-0.22179158765697116
1059,0.0,0.0,145.0,172.0,1005.0,0.45726303463023427,-0.3620304303947106
1060,0.0,0.0,76.0,108.0,524.0,-0.5292057889015811,-0.29812417085424364
1061,0.0,0.0,74.0,102.0,575.0,-0.5392860010131502,-0.26150834228857783
1062,48.0,40.0,136.0,152.0,991.0,0.37702880868144345,0.4736795897929473
1063,0.0,0.0,41.0,63.0,201.0,-1.0129361379086241,-0.2156687806122165
1064,62.0,93.0,163.0,224.0,1089.0,0.8420616662860841,1.2002903794770343
1065,7.0,7.0,67.0,95.0,391.0,-0.6498616660798882,-0.14663912141343313
1066,0.0,0.0,230.0,261.0,1979.0,1.704321977662795,-0.41780295570503506
1067,44.0,46.0,120.0,141.0,606.0,0.1427343766237981,0.5302523890044233
1068,0.0,0.0,92.0,133.0,642.0,-0.32217734749337307,-0.365012340916834
1069,5.0,10.0,82.0,116.0,413.0,-0.44196363442469244,-0.1559562802756541
1070,11.0,16.0,79.0,131.0,474.0,-0.5061997411965834,-0.11639071201750084
1071,0.0,0.0,94.0,130.0,650.0,-0.2836127903589822,-0.3425521316256679
1072,0.0,0.0,56.0,80.0,333.0,-0.8014474119790408,-0.240287157245039
1073,22.0,7.0,125.0,155.0,954.0,0.13495600776597755,-0.20544130230238164
1074,6.0,0.0,150.0,169.0,1121.0,0.5360660036320031,-0.31201003093521656
1075,0.0,0.0,56.0,70.0,362.0,-0.7750194114625556,-0.18196036155590992
1076,0.0,0.0,138.0,158.0,1009.0,0.3814581298465515,-0.30555279444244243
1077,41.0,12.0,108.0,126.0,833.0,-0.12314806997492876,-0.029823909449428258
1079,0.0,0.0,220.0,245.0,1489.0,1.516311460252848,-0.4573024718649562
1080,13.0,28.0,319.0,345.0,2556.0,3.051247572814108,0.018797442175034786
1081,5.0,9.0,57.0,88.0,240.0,-0.793120611811196,-0.1265241456883171
1082,84.0,72.0,47.0,66.0,305.0,-0.8761311967475199,1.1669232271663872
1083,0.0,0.0,45.0,71.0,266.0,-0.9600085540773443,-0.23448064232898805
1084,0.0,0.0,83.0,108.0,547.0,-0.4183441869203087,-0.2756650872374143
1085,4.0,0.0,71.0,112.0,461.0,-0.6381532297925041,-0.3456263771438136
1086,0.0,0.0,79.0,105.0,545.0,-0.47341635753737316,-0.2705120964780426
1087,65.0,55.0,214.0,235.0,1491.0,1.471544276484995,0.620677657375813
1088,0.0,0.0,55.0,71.0,308.0,-0.800328952238223,-0.2005671316859995
1089,13.0,0.0,63.0,81.0,491.0,-0.719663908072904,-0.1997548084579278
1090,0.0,0.0,118.0,144.0,942.0,0.09572731195009733,-0.2964436802737948
1091,0.0,0.0,173.0,183.0,1182.0,0.8883356024379038,-0.3129667428872473
1092,0.0,0.0,150.0,176.0,1020.0,0.5273314897360495,-0.3672840662447631
1093,0.0,0.0,68.0,81.0,371.0,-0.6138315856687543,-0.20732417895111482
1094,0.0,0.0,143.0,163.0,1042.0,0.45186895575974234,-0.3124578890621595
1095,0.0,0.0,90.0,113.0,502.0,-0.32833805127181426,-0.2930725264775794
1096,10.0,27.0,95.0,145.0,771.0,-0.194435798006447,0.12234684396294732
1097,76.0,68.0,65.0,82.0,472.0,-0.6015057084767018,1.0874770293001792
1098,0.0,0.0,52.0,79.0,280.0,-0.8682611502988228,-0.25584216582091046
1099,0.0,0.0,39.0,54.0,158.0,-1.0297567081055237,-0.18210091219544847
1100,0.0,0.0,176.0,198.0,1391.0,0.9308626730799787,-0.34228887032183997
1101,0.0,0.0,49.0,77.0,214.0,-0.9193350343288039,-0.2661943178336606
1102,67.0,69.0,97.0,134.0,752.0,-0.14903812761513677,0.9737977938890249
1103,0.0,4.0,52.0,83.0,224.0,-0.8665901815471444,-0.21105387057755107
1104,0.0,0.0,281.0,304.0,2442.0,2.4583949762015957,-0.42092745621348626
1105,91.0,80.0,35.0,54.0,192.0,-1.0376172810920112,1.328754019198585
1106,0.0,0.0,79.0,103.0,601.0,-0.4609606341267552,-0.2488038050855629
1107,0.0,0.0,57.0,82.0,337.0,-0.789965197505577,-0.24744083821446108
1109,0.0,0.0,156.0,181.0,945.0,0.5976846217478652,-0.3932443635645671
1110,6.0,0.0,99.0,124.0,754.0,-0.19983802583297577,-0.27917490257639394
1111,0.0,0.0,52.0,73.0,343.0,-0.8458912499328791,-0.2117234248454367
1112,0.0,0.0,37.0,51.0,196.0,-1.048379494280833,-0.1638433735057447
1113,0.0,0.0,80.0,102.0,427.0,-0.46821659363135054,-0.275810352765455
1114,15.0,0.0,138.0,162.0,1008.0,0.3191720407629568,-0.3310114822483523
1115,0.0,0.0,121.0,134.0,781.0,0.14112160373419058,-0.26847466555098976
1116,0.0,0.0,35.0,53.0,172.0,-1.0870007599394393,-0.18425200720435173
1117,0.0,0.0,24.0,56.0,118.0,-1.270448174089996,-0.2388748550480751
1118,50.0,37.0,96.0,125.0,665.0,-0.2451200862995985,0.38991640922398124
1119,0.0,0.0,177.0,207.0,1587.0,0.9541683385493581,-0.34779890752339326
1120,0.0,0.0,71.0,108.0,370.0,-0.6280421316512952,-0.3416886948982272
1121,0.0,0.0,27.0,49.0,114.0,-1.209315162301026,-0.19525420025519324
1122,33.0,39.0,79.0,101.0,583.0,-0.3949852444109341,0.499518936864186
1123,12.0,2.0,71.0,86.0,479.0,-0.596735746275593,-0.1692251716443703
1124,300.0,293.0,150.0,175.0,1129.0,0.8418192923087543,5.215170748764281
1125,0.0,0.0,152.0,170.0,1020.0,0.5714391669609982,-0.33066679371802804
1126,0.0,0.0,134.0,158.0,1032.0,0.32327096854579085,-0.31115587392403576
1127,0.0,0.0,78.0,99.0,440.0,-0.4904101583461621,-0.2625542743619334
1128,0.0,0.0,96.0,125.0,780.0,-0.22316565446968673,-0.28517977578650117
1129,0.0,0.0,48.0,70.0,238.0,-0.9156750281326936,-0.22717645046513554
1130,0.0,0.0,256.0,296.0,2415.0,2.0881655185755705,-0.448086595322343
1131,0.0,0.0,70.0,94.0,386.0,-0.6099246464003623,-0.2675037235912701
1132,34.0,15.0,113.0,126.0,756.0,-0.018527664340613075,0.02726100151343114
1133,0.0,0.0,144.0,168.0,1087.0,0.4625214778147915,-0.3271667056893902
1134,0.0,0.0,102.0,121.0,776.0,-0.12261420373608789,-0.2496633343121058
1135,10.0,0.0,104.0,118.0,776.0,-0.12067822838617094,-0.23163598477358438
1136,0.0,0.0,106.0,128.0,644.0,-0.09559576505502168,-0.30263419290827714
1137,207.0,199.0,103.0,122.0,805.0,0.08465618743532607,3.525636378853004
1138,6.0,16.0,112.0,149.0,605.0,-0.0027142208167667842,-0.09912555775498878
1139,19.0,50.0,154.0,189.0,969.0,0.7174228359555824,0.5215732870968567
1140,0.0,0.0,111.0,123.0,742.0,0.006384982471537806,-0.24401038902676295
1141,0.0,0.0,75.0,98.0,470.0,-0.5300008425255202,-0.2589533290514597
1142,0.0,0.0,47.0,69.0,224.0,-0.9308141437630247,-0.227275863785902
1143,0.0,6.0,174.0,206.0,1316.0,0.8994612882210331,-0.2889131335776474
1144,0.0,0.0,89.0,107.0,528.0,-0.32662097253361,-0.25890705246187556
1145,0.0,0.0,42.0,58.0,265.0,-0.977283926752891,-0.1740513856647911
1146,1.0,19.0,156.0,183.0,977.0,0.682522835842149,-0.03187312080625712
1147,0.0,0.0,39.0,72.0,160.0,-1.0695856611615553,-0.2762459785354377
1148,0.0,0.0,64.0,78.0,349.0,-0.6717603791174208,-0.20617235642068885
1149,0.0,0.0,120.0,150.0,828.0,0.09680916214212011,-0.34566318876063973
1150,0.0,0.0,131.0,156.0,977.0,0.2737682270731907,-0.31930738341086573
1151,0.0,0.0,145.0,166.0,1050.0,0.477061974447736,-0.3215127408252881
1152,56.0,63.0,175.0,202.0,1341.0,0.9934134431969195,0.8210609749342515
1153,6.0,0.0,208.0,222.0,1541.0,1.3692878513971276,-0.3584044047395173
1154,0.0,0.0,81.0,106.0,588.0,-0.4387670694119437,-0.26205988348908443
1155,36.0,30.0,73.0,86.0,448.0,-0.5255065097394233,0.36188873607753863
1156,0.0,0.0,79.0,102.0,534.0,-0.46830173087155563,-0.25695520847681547
1157,60.0,43.0,49.0,77.0,289.0,-0.9217616744436868,0.559582983371646
1158,0.0,0.0,125.0,135.0,937.0,0.22264694963672285,-0.23231364059604762
1159,55.0,90.0,44.0,108.0,184.0,-0.8465821150810747,1.2691785843723526
1160,0.0,0.0,52.0,71.0,337.0,-0.8422910573002272,-0.2024187549626889
1161,13.0,0.0,48.0,70.0,304.0,-0.9523798852357902,-0.21765470550900082
1162,13.0,0.0,33.0,50.0,192.0,-1.154326219110573,-0.17327763012008532
1163,0.0,0.0,17.0,40.0,75.0,-1.3485089630458111,-0.1812949440823979
1164,3.0,8.0,99.0,126.0,574.0,-0.18219128771511883,-0.17083750527547628
1165,1.0,0.0,96.0,121.0,583.0,-0.24593762366188485,-0.3038644813848604
1166,0.0,0.0,28.0,48.0,163.0,-1.184719777233259,-0.17764772218234018
1167,0.0,0.0,50.0,65.0,306.0,-0.8640834230213645,-0.18220771613570066
1168,0.0,0.0,58.0,75.0,402.0,-0.7497129757261312,-0.19511836450415676
1169,0.0,0.0,97.0,123.0,687.0,-0.21662370176522783,-0.29072908196344716
1170,0.0,0.0,128.0,156.0,1024.0,0.2343770825596282,-0.317557955281504
1171,0.0,0.0,98.0,117.0,558.0,-0.20630931119338772,-0.2824704502496324
1172,0.0,0.0,89.0,101.0,691.0,-0.28996795800965647,-0.19478247034167306
1173,0.0,0.0,67.0,86.0,429.0,-0.6320583975517154,-0.22453444770197128
1174,0.0,0.0,166.0,186.0,1121.0,0.765360647853389,-0.3587855766662209
1175,0.0,20.0,233.0,297.0,2248.0,1.8015378904594286,-0.1604162572064689
1176,58.0,62.0,52.0,85.0,290.0,-0.7979727762214064,0.8917403892677761
1178,0.0,0.0,74.0,101.0,520.0,-0.5449131240589895,-0.26725904474246287
1179,3.0,9.0,95.0,116.0,588.0,-0.214732063968331,-0.10646560695611995
1181,72.0,71.0,69.0,84.0,528.0,-0.5083597896791909,1.1572638651595564
1182,58.0,54.0,265.0,292.0,2125.0,2.239035328804243,0.560960275740756
1183,0.0,0.0,99.0,121.0,656.0,-0.18585814889352706,-0.28132366089444105
1184,0.0,0.0,76.0,91.0,546.0,-0.48817747818869334,-0.20443021281523532
1185,0.0,0.0,62.0,76.0,378.0,-0.693897235308017,-0.19496785360972652
1186,61.0,82.0,62.0,88.0,234.0,-0.5767028170537398,1.2744489622598156
1187,2.0,0.0,65.0,78.0,462.0,-0.6473495772599605,-0.18158112868313836
1188,10.0,3.0,22.0,49.0,73.0,-1.3135596149707003,-0.1612933110262467
1189,0.0,0.0,71.0,101.0,409.0,-0.6068715889422078,-0.29711884562177254
1190,0.0,0.0,197.0,215.0,1524.0,1.2347026464867963,-0.35140055412589366
1191,0.0,0.0,32.0,45.0,164.0,-1.1164188993113775,-0.15148571029886457
1192,6.0,0.0,86.0,107.0,581.0,-0.3864466897887919,-0.25765670934046986
1193,17.0,45.0,21.0,87.0,84.0,-1.241752452552893,0.4452950377298481
1194,0.0,0.0,36.0,57.0,227.0,-1.072691336727523,-0.19170772954139365
1195,29.0,35.0,105.0,132.0,616.0,-0.06417779317437006,0.33375314813364004
1196,8.0,7.0,143.0,171.0,1235.0,0.4657396774124556,-0.18337979879968874
1197,0.0,0.0,68.0,100.0,475.0,-0.641320352024682,-0.2863157974991965
1198,14.0,10.0,27.0,43.0,163.0,-1.1921655245186984,0.034602390982701896
1199,0.0,0.0,86.0,103.0,597.0,-0.3539554729681455,-0.23174629857781037
1200,0.0,0.0,173.0,186.0,1362.0,0.907359438699123,-0.29271375935388283
1201,0.0,0.0,154.0,173.0,1020.0,0.5954895365163511,-0.34132211277273483
1202,13.0,7.0,106.0,129.0,849.0,-0.08215390784180031,-0.13580402670896177
1203,0.0,0.0,166.0,197.0,1299.0,0.7662701039029184,-0.38095279136147714
1204,0.0,0.0,200.0,232.0,1721.0,1.2710585639477776,-0.3936284028492853
1205,0.0,0.0,44.0,66.0,261.0,-0.9649478304691896,-0.21176948924386585
1206,0.0,5.0,124.0,175.0,1123.0,0.167931722494233,-0.3115022800976149
1207,0.0,0.0,170.0,187.0,1391.0,0.8631687438960527,-0.299817892806288
1208,0.0,0.0,81.0,102.0,612.0,-0.42642476304975646,-0.23624844091148653
1209,0.0,0.0,88.0,108.0,630.0,-0.32964885522278187,-0.24630471040618823
1210,14.0,14.0,45.0,80.0,236.0,-0.9689875509514093,-0.02221471124389467
1211,0.0,0.0,41.0,74.0,224.0,-1.0341655088040103,-0.2688450490818024
1212,21.0,0.0,108.0,127.0,888.0,-0.10230069655870927,-0.24941324303522205
1213,3.0,6.0,209.0,240.0,1587.0,1.389633125222089,-0.32484366702038
1214,0.0,0.0,68.0,97.0,399.0,-0.6454897495615709,-0.2857627062420431
1215,0.0,0.0,116.0,138.0,836.0,0.0632226106104526,-0.29123702230535314
1216,0.0,0.0,31.0,47.0,143.0,-1.1392436021559678,-0.1687430630269094
1217,26.0,1.0,165.0,197.0,1437.0,0.6829952750680374,-0.34400965496992647
1218,0.0,0.0,254.0,279.0,2125.0,2.053894374336916,-0.42191307312732895
1219,6.0,0.0,95.0,128.0,740.0,-0.2722242983364649,-0.3131901839844
1220,0.0,0.0,107.0,126.0,692.0,-0.06891462138776873,-0.27997526307115556
1221,0.0,0.0,56.0,74.0,370.0,-0.7827911212941797,-0.2013699349671947
1222,10.0,0.0,55.0,74.0,420.0,-0.8265035662562836,-0.19675051259211696
1223,0.0,8.0,110.0,156.0,689.0,-0.052928855587810866,-0.27649421239376865
1224,0.0,14.0,86.0,148.0,526.0,-0.3993394716128118,-0.2128077792423305
1225,0.0,0.0,59.0,82.0,413.0,-0.748373891966938,-0.2271341874720268
1226,0.0,0.0,104.0,137.0,764.0,-0.1292494745135571,-0.33100198658848506
1227,8.0,0.0,51.0,64.0,337.0,-0.8704477446235059,-0.17046820343775185
1228,0.0,5.0,44.0,70.0,251.0,-0.9520606612937196,-0.13852810532711363
1229,13.0,3.0,145.0,165.0,1005.0,0.44066935410363617,-0.2711937641236336
1230,6.0,0.0,83.0,103.0,533.0,-0.43049243378819896,-0.2539027895957373
1231,0.0,0.0,66.0,103.0,468.0,-0.6797420780174929,-0.30857594837891533
1232,0.0,0.0,136.0,160.0,1055.0,0.35283504409855226,-0.3119573393397392
1233,0.0,0.0,51.0,78.0,337.0,-0.8732592548769664,-0.24173743192891947
1234,0.0,0.0,42.0,55.0,240.0,-0.9741689360691949,-0.16329531542382603
1235,1.0,0.0,38.0,58.0,214.0,-1.0495891857957624,-0.19474202683959033
1236,0.0,0.0,28.0,43.0,134.0,-1.177718931633751,-0.1571868652357327
1237,0.0,0.0,62.0,74.0,287.0,-0.7024376897096736,-0.20266814869999816
1238,0.0,0.0,230.0,243.0,1506.0,1.6768774630345995,-0.41788540115671835
1239,36.0,5.0,131.0,151.0,977.0,0.18039165778745833,-0.20698943665803765
1240,0.0,0.0,132.0,171.0,1055.0,0.26684827938972105,-0.3799393742174936
1241,3.0,2.0,35.0,65.0,192.0,-1.1122410579739674,-0.20562987532867974
1242,0.0,0.0,38.0,59.0,204.0,-1.0496974936874464,-0.2017118818836723
1243,15.0,0.0,179.0,201.0,1303.0,0.9044830725878086,-0.37224681253928743
1244,21.0,31.0,43.0,75.0,258.0,-0.9312971542773286,0.32862106818723735
1245,0.0,0.0,280.0,300.0,2133.0,2.4078064430283344,-0.46428657038405535
1246,0.0,0.0,247.0,272.0,2125.0,1.9619180167994488,-0.40300324205086036
1247,0.0,0.0,103.0,117.0,696.0,-0.10975826670895529,-0.24210686078880553
1248,9.0,9.0,51.0,74.0,248.0,-0.8671804957000157,-0.06782812733846608
1249,0.0,2.0,68.0,103.0,369.0,-0.6538542864331569,-0.284778716146121
1250,0.0,0.0,54.0,84.0,299.0,-0.8459541685355803,-0.2732013954095503
1251,10.0,0.0,97.0,127.0,731.0,-0.2547394231518014,-0.3057689450236959
1253,0.0,0.0,125.0,145.0,868.0,0.19050570345703383,-0.2986427727430681
1254,0.0,10.0,92.0,113.0,570.0,-0.24142971575474426,-0.08186232555854704
1255,0.0,0.0,123.0,146.0,879.0,0.15911211749479726,-0.30679685186530425
1256,60.0,45.0,135.0,150.0,1107.0,0.3633330515709278,0.5976934179168524
1257,0.0,0.0,105.0,124.0,862.0,-0.0709122866155708,-0.24056252424612562
1258,0.0,0.0,143.0,160.0,1041.0,0.45841189384136083,-0.2969004169464595
1259,17.0,25.0,124.0,155.0,912.0,0.21495941915618338,0.13152856635386254
1260,0.0,0.0,250.0,270.0,2182.0,2.020620779519474,-0.3734415750382726
1261,0.0,0.0,152.0,172.0,918.0,0.5524132110376956,-0.3615777720370829
1262,0.0,0.0,99.0,118.0,661.0,-0.1784582239624279,-0.26456583831005726
1263,22.0,25.0,60.0,85.0,408.0,-0.702325601565115,0.2336878759359045
1264,0.0,0.0,96.0,128.0,719.0,-0.23856412332927146,-0.313140869411933
1265,0.0,3.0,106.0,138.0,926.0,-0.06366537680677416,-0.2409916173968468
1266,1.0,0.0,59.0,76.0,341.0,-0.7488347889794912,-0.21030657128804353
1267,0.0,0.0,40.0,60.0,168.0,-1.0263318657468445,-0.20906428339904998
1268,0.0,0.0,258.0,272.0,1754.0,2.077976426555265,-0.4491627495993813
1269,11.0,17.0,30.0,51.0,103.0,-1.129292347600907,0.12383465206484254
1270,0.0,0.0,45.0,71.0,223.0,-0.9661502931652886,-0.2430831540212214
1271,0.0,0.0,218.0,241.0,2039.0,1.5730468083076163,-0.3313625163385253
1272,0.0,3.0,73.0,111.0,515.0,-0.5693433428335063,-0.26558433905262435
1274,102.0,124.0,158.0,187.0,1055.0,0.844904155582422,1.9605086256152893
1275,26.0,16.0,61.0,77.0,426.0,-0.7225659379595655,0.10747354177811687
1276,0.0,0.0,165.0,191.0,1103.0,0.7362786692103405,-0.3912002846870711
1277,71.0,58.0,95.0,133.0,678.0,-0.2534152012124615,0.7462563939457806
1278,0.0,0.0,36.0,53.0,196.0,-1.0682047431522412,-0.17689949959339654
1279,0.0,0.0,58.0,70.0,258.0,-0.7591377114083345,-0.19766422487398735
1280,0.0,19.0,115.0,164.0,665.0,0.05376047305429458,-0.09880574777813461
1281,13.0,14.0,83.0,106.0,611.0,-0.3858339760689326,0.013467185702704195
1282,0.0,0.0,129.0,165.0,860.0,0.20626353706017161,-0.39508902060408085
1283,22.0,23.0,59.0,79.0,361.0,-0.7203271319844724,0.21474828242232108
1284,0.0,2.0,149.0,176.0,1118.0,0.535252808043838,-0.31172864416551394
1285,59.0,54.0,23.0,51.0,75.0,-1.2392997693079135,0.7990446572099107
1286,0.0,0.0,61.0,78.0,335.0,-0.7198642232673693,-0.21662649138961163
1287,0.0,0.0,58.0,94.0,413.0,-0.7904850382490082,-0.2927154153168362
1288,0.0,0.0,159.0,178.0,1271.0,0.6970375512940037,-0.3046144736969433
1289,0.0,15.0,105.0,122.0,524.0,-0.045042514320904455,-0.008921220761612869
1290,0.0,5.0,93.0,134.0,510.0,-0.3046617389782008,-0.2978694469332833
1291,3.0,2.0,135.0,157.0,989.0,0.333372044614853,-0.2743036839490177
1292,0.0,0.0,100.0,119.0,733.0,-0.15503490212045118,-0.2528630371253481
1293,10.0,19.0,128.0,162.0,895.0,0.25536778450860126,-0.01195531068403009
1294,6.0,9.0,99.0,137.0,744.0,-0.188424292682673,-0.1762045032538131
1295,0.0,0.0,104.0,129.0,689.0,-0.12213309220353485,-0.30398628604130545
1296,0.0,0.0,232.0,264.0,1979.0,1.7283723472181476,-0.4284582747597419
1297,7.0,0.0,233.0,242.0,1731.0,1.732507114942732,-0.36194910591944857
1298,0.0,0.0,72.0,100.0,458.0,-0.5822762038744409,-0.27951236754891945
1299,169.0,181.0,104.0,154.0,695.0,0.06421708121370863,3.002356593616453
1300,103.0,96.0,100.0,123.0,650.0,-0.095296432683457,1.528386999367173
1301,0.0,32.0,152.0,178.0,701.0,0.6567182880238462,0.17950734752272518
1302,0.0,0.0,88.0,124.0,588.0,-0.3713051990262055,-0.3387473264984266
1303,0.0,0.0,124.0,166.0,936.0,0.13804976713281436,-0.39789262019090393
1304,0.0,0.0,93.0,111.0,640.0,-0.25806596608380084,-0.24730612813776143
1305,0.0,0.0,146.0,190.0,1005.0,0.4325164886803181,-0.4540245078213742
1306,0.0,0.0,164.0,182.0,1276.0,0.7656776949840179,-0.3118686936614687
1307,0.0,0.0,35.0,49.0,161.0,-1.0796575435325557,-0.16544260902740876
1308,0.0,1.0,301.0,329.0,2149.0,2.672838063888593,-0.5405848086892133
1309,0.0,0.0,130.0,158.0,849.0,0.23566059207952975,-0.35797098616377043
1310,0.0,0.0,252.0,277.0,1754.0,1.9746250615142797,-0.49073193489528155
1311,0.0,0.0,118.0,148.0,937.0,0.08609879727793197,-0.3184540130338943
1312,0.0,0.0,53.0,83.0,264.0,-0.8640927381390933,-0.27750203537070983
1313,0.0,0.0,173.0,186.0,1381.0,0.910073230389145,-0.2889126495363844
1314,15.0,17.0,65.0,93.0,461.0,-0.6480715124760948,0.06300587976619125
1316,46.0,68.0,109.0,157.0,854.0,0.06856440811056168,0.8907069090712504
1317,0.0,0.0,37.0,52.0,216.0,-1.0477514611902974,-0.16509471545251472
1318,18.0,20.0,70.0,91.0,399.0,-0.5723373928877785,0.13076429479112514
1319,0.0,1.0,45.0,73.0,255.0,-0.9613909082057508,-0.22793590345952205
1320,62.0,71.0,112.0,152.0,742.0,0.0669748886171372,0.9554356123791403
1321,0.0,0.0,23.0,45.0,119.0,-1.2611589251859636,-0.1834482904399747
1322,5.0,0.0,159.0,182.0,1109.0,0.6472415810678461,-0.35945017328480017
1323,0.0,0.0,240.0,261.0,1721.0,1.8211522370278865,-0.44390696849623285
1324,0.0,1.0,78.0,113.0,577.0,-0.49739658041350826,-0.2894310127068581
1325,0.0,0.0,135.0,154.0,980.0,0.34012617753716634,-0.2979977648802114
1326,0.0,0.0,216.0,237.0,1698.0,1.502519609214516,-0.38367460541162773
1327,0.0,0.0,84.0,128.0,583.0,-0.44240599125547364,-0.370962082203407
1328,9.0,14.0,42.0,64.0,192.0,-0.9679759271657848,0.04678576048574946
1329,0.0,0.0,72.0,90.0,425.0,-0.564703734135922,-0.23358919336952227
1331,0.0,0.0,32.0,44.0,213.0,-1.1071915836328865,-0.13643033796223164
1332,5.0,3.0,190.0,208.0,1562.0,1.1443488097367784,-0.26855349440450826
1333,0.0,0.0,114.0,129.0,624.0,0.022263577486515918,-0.2914790254231767
1334,0.0,1.0,138.0,159.0,919.0,0.37102070527438347,-0.30956015990159647
1335,2.0,11.0,81.0,105.0,550.0,-0.397957602559109,-0.053221652225584976
1336,0.0,0.0,144.0,173.0,925.0,0.4282398841734843,-0.3858387192224296
1337,0.0,0.0,51.0,77.0,282.0,-0.8788863779228058,-0.24748813438280456
1338,0.0,0.0,109.0,125.0,781.0,-0.023237921267522183,-0.2518153428041907
1339,4.0,15.0,26.0,73.0,88.0,-1.2263878495510991,-0.04144399968838343
1340,0.0,0.0,99.0,118.0,646.0,-0.1806006910861294,-0.2675667144817666
1341,0.0,0.0,78.0,94.0,479.0,-0.47369679511920715,-0.22848944543691038
1342,20.0,2.0,56.0,78.0,319.0,-0.8606697979604816,-0.19974693608236685
1343,66.0,48.0,85.0,106.0,651.0,-0.37949712570424887,0.666073712981184
