,C1,C2,C3,C4,C5,C6,C7
2022-03-19,-0.283040555238828,-1.5016707105502436,0.9817265202604495,0.9151802707405051,-1.1375161683497,0.31109677126945834,0.2719125078032323
2022-02-16,0.5519823564984715,0.5036733206408599,0.5444756191524006,1.23619219106599,-2.594337495544411,-1.2004117724046746,-4.137289048368318
2022-01-18,0.33354284418649305,2.652798393583554,1.5432613396499668,1.2686278115889222,0.10468199766762279,0.7185428905611402,-0.2450023435692254
2022-01-23,1.140253808560714,1.835882981149695,1.1267070921970423,1.1951497049474444,0.4951183659399678,-0.9551950399113354,0.961257654961026
2022-07-01,-0.8836393862819142,-0.014277871001508746,-1.136584924660768,-1.781919886498011,1.1879171929893475,0.206584886227329,-0.2924145619915726
2022-06-13,1.303101255015538,-0.5045021077091072,0.6155467855210947,-0.6088409172552186,0.07514042946427979,-1.2651266060097963,-0.4949811768917936
2022-02-25,-0.8772608932616669,0.31267284338499485,-0.8436887203165915,1.1418005357499283,-0.5594423081922993,0.2981698268714775,1.0755464548394522
2022-01-28,-0.9847115588605976,-0.18820374322070066,-1.2457558009546423,1.1965027122475713,1.5007454295376854,-0.3743089551549127,0.49231409867829373
2022-04-16,1.4824904309173523,2.824589293765517,-0.8717007537111144,-0.19933482275912268,-0.15074415967934732,-1.2311786671521874,-0.6594325935957543
2022-01-26,-0.6545076401674885,-0.8057009789345745,-0.36242018921931196,1.5192939658144649,-1.2266518117843939,0.04937213297573242,0.6925221606705069
2022-01-26,-0.5665986798139622,-0.7666793694855275,0.7698586784614532,1.2288187211642303,0.667665652310883,0.6305459196379268,0.5679097212757896
2022-06-25,-0.685521296827808,-0.5237312043486141,-0.9174359103793418,-0.4881008277774627,-1.6467516211716844,0.08436606177864261,0.5872702561510216
2022-03-09,-0.4192428733768919,-0.2803392877250288,0.33395857083670794,0.8001377324515384,0.419752051058596,0.34601855002192194,-0.19726725900882816
2022-05-05,-0.6330369422276166,-0.3282863224109494,-1.2973747644084006,-0.4911433643994641,0.9169944357745983,0.19317712817522342,-0.7420667481980158
2022-04-02,-0.8593398978842468,-0.292436761182292,-0.8745102723239166,-0.0387311873004669,-1.2445410056509494,0.4664574319131622,-0.20017310125291393
2022-04-12,-0.22552806275916717,1.8941050310265972,1.0691762762369479,-0.13905119665081536,0.058815198470129934,0.29992590964523413,-0.12686981687054386
2022-03-12,0.5747107846855135,-0.07416048828601932,-0.6503706028510656,0.6557435793870887,1.0807883305587558,-1.9813896803147266,-0.47200699839323107
2022-02-08,-0.6294858846457094,0.28846881018762144,-0.6038474450875284,1.03925731221078,0.7584586680024431,-0.00654310201011099,-0.6991943412504955
